"ECO_ID","species","genus","family","LSLA","LNC.m","LL","SSD","SCdia","SBthick","RNC","RSRL","RTD","Max.H","RD","SD","LA","SdM"
81221,"ceratonia siliqua","ceratonia","Fabaceae",1.0515,1.2743,1.2112,-0.2473,1.9337,0.5742,1.57009089835043,3.0885,-0.5721,1.6536,0.6294,NA,3.958,2.1026
10402,"ceratopetalum apetalum","ceratopetalum","Cunoniaceae",0.8319,1.0386,1.3473,-0.3073,1.4465,1.0137,1.29866753411287,3.3866,-0.8465,1.0733,0.5724,-0.8597,3.5059,5.0326
10402,"ceratopetalum gummiferum","ceratopetalum","Cunoniaceae",0.9371,1.1346,1.1526,-0.3417,1.4835,0.8118,1.2691952794148,3.69,-0.8547,0.605,NA,-1.6626,3.6061,5.185
10117,"ceratopetalum succirubrum","ceratopetalum","Cunoniaceae",0.8596,1.064,1.3014,-0.3171,1.5402,1.01,1.32236610281402,3.3269,-0.8783,1.2032,0.557,-0.7745,3.7794,4.8606
40149,"ceratozamia mexicana","ceratozamia","Zamiaceae",0.7025,0.9366,0.8301,-0.1179,1.612,1.7945,NA,2.5382,-0.6402,2.9156,NA,2.655,4.778,5.1673
10113,"cerberiopsis candelabra","cerberiopsis","Apocynaceae",1.1326,1.3483,1.0129,-0.2833,1.8376,0.1841,1.57580996488629,3.3695,-0.5728,0.6968,NA,-1.3224,3.512,1.6161
50404,"cercidiphyllum japonicum","cercidiphyllum","Cercidiphyllaceae",1.1742,1.2075,-0.3544,-0.41,1.8632,NA,0.441836474315133,3.1817,-0.8752,0.6043,-1.0867,-2.2127,5.5007,0.4907
50414,"cercidiphyllum japonicum","cercidiphyllum","Cercidiphyllaceae",1.1749,1.2065,-0.3537,-0.4098,1.9773,NA,0.979953345254416,3.0003,-0.9175,0.9972,-0.8769,-1.7424,5.8798,NA
80423,"cercidiphyllum japonicum","cercidiphyllum","Cercidiphyllaceae",1.0222,1.0718,NA,-0.3611,1.8361,NA,0.784709989279148,2.5703,-0.8615,1.2938,-0.4855,-1.1226,5.4056,-0.2638
50403,"cercis canadensis","cercis","Fabaceae",1.1549,1.3213,0.9162,-0.2786,1.8393,0.4679,0.23236071235357,3.5285,-0.5011,0.81,0.2872,-1.0228,3.5609,3.8524
50413,"cercis canadensis","cercis","Fabaceae",1.2139,1.3705,0.7856,-0.2965,1.9482,0.4065,0.900858504701992,3.5391,-0.5366,0.9185,0.205,-1.023,3.9619,3.3981
50414,"cercis canadensis","cercis","Fabaceae",1.1463,1.312,0.9583,-0.2753,1.917,0.5648,0.86807990018146,3.4203,-0.5322,1.1396,0.5422,-0.5929,3.812,3.7157
50529,"cercis canadensis","cercis","Fabaceae",1.194,1.3553,0.8374,-0.2905,1.9131,0.4327,0.834782994481185,3.5479,-0.5265,0.8811,0.2339,-1.0255,3.8295,3.5677
50804,"cercis canadensis","cercis","Fabaceae",1.1601,1.325,0.9173,-0.2795,1.8707,0.4808,0.824678930308672,3.4773,-0.5121,0.8986,0.3229,-0.9199,3.6624,3.6962
81330,"cercis canadensis","cercis","Fabaceae",1.1528,1.3184,0.9497,-0.2774,1.8966,0.5461,0.82463340780055,3.4812,-0.5253,1.0333,0.4712,-0.7302,3.7429,3.8293
80415,"cercis chinensis","cercis","Fabaceae",1.324,1.4928,0.7204,-0.3363,2.1275,0.4311,1.19672043975062,3.9194,-0.632,0.8227,NA,-1.4135,4.4734,4.0358
81209,"cercis siliquastrum","cercis","Fabaceae",1.1668,1.3549,0.9665,-0.2841,1.9145,0.5383,1.19823082945407,3.6066,-0.5446,0.9302,0.2926,-0.9503,3.8084,3.8471
81215,"cercis siliquastrum","cercis","Fabaceae",1.1567,1.3458,0.9872,-0.2809,1.9096,0.5497,1.20123867353238,3.5808,-0.5432,0.9679,0.3338,-0.8871,3.7896,3.8347
50519,"cercocarpus montanus","cercocarpus","Rosaceae",1.0129,1.2109,1.1643,-0.2524,1.255,0.4397,1.12118217537024,3.3643,-0.4458,0.4008,NA,-1.2497,2.4177,1.1688
51201,"cercocarpus montanus","cercocarpus","Rosaceae",1.077,1.2626,1.0886,-0.2735,1.3734,0.442,1.10631331228285,3.4884,-0.4912,0.4744,NA,-1.2837,2.7739,1.3605
51308,"cercocarpus montanus","cercocarpus","Rosaceae",1.0379,1.2274,1.1719,-0.2614,1.423,0.547,1.15112765665814,3.3265,-0.5126,0.8526,0.3136,-0.7591,2.9306,1.2134
61316,"cercocarpus montanus","cercocarpus","Rosaceae",1.0249,1.217,1.1656,-0.2562,1.293,0.4493,1.10482840365366,3.3712,-0.4585,0.4689,NA,-1.1908,2.5159,1.2349
60136,"cereus hexagonus","cereus","Cactaceae",1.0704,0.7727,-1.1417,-0.3143,1.5082,-0.4229,1.41176108115332,1.7948,-0.5063,0.4767,-0.1753,-0.9792,4.1317,1.9028
61304,"cereus jamacaru","cereus","Cactaceae",0.888,0.6114,-0.7736,-0.256,1.3955,-0.2706,1.4382764697002,1.1724,-0.465,0.9699,0.3518,NA,3.6534,1.477
40146,"ceriops tagal","ceriops","Rhizophoraceae",1.0532,1.267,0.9922,-0.2773,1.814,0.113,1.52541930553838,2.8847,-0.6342,1.1565,0.1855,-0.7981,3.6797,NA
40149,"ceriops tagal","ceriops","Rhizophoraceae",1.0874,1.2986,0.8922,-0.2871,1.7086,NA,1.5010113090756,3.0791,-0.5846,0.6397,-0.2177,-1.4848,3.3775,NA
60128,"cespedesia spathulata","cespedesia","Ochnaceae",1.1628,1.3782,1.114,-0.2976,2.0131,0.2273,1.8560911752849,3.2869,-0.7072,1.1324,0.2406,-0.9012,4.1074,0.7626
60129,"cespedesia spathulata","cespedesia","Ochnaceae",1.2187,1.4296,1.0442,-0.3176,2.1932,0.2645,1.8663340158466,3.2917,-0.7855,1.4267,0.3001,-0.6862,4.6695,0.6628
60161,"cespedesia spathulata","cespedesia","Ochnaceae",1.2391,1.4432,1.0541,-0.3243,2.2562,0.34,1.86582266137851,3.3473,-0.8115,1.5444,0.4395,-0.5476,4.84,1.0055
40155,"cestrum aurantiacum","cestrum","Solanaceae",1.1983,1.3801,0.7836,-0.3373,1.9749,0.2434,1.65907911565073,3.5064,-0.7371,0.7186,0.3692,-1.4204,4.1363,1.9814
60155,"cestrum macrophyllum","cestrum","Solanaceae",1.0157,1.254,0.9757,-0.2823,1.7472,0.1922,1.66859742064631,3.0598,-0.6608,0.7818,0.3335,-1.168,3.5305,0.7535
60129,"cestrum megalophyllu","cestrum","Solanaceae",1.1283,1.3247,0.8584,-0.3152,1.8602,0.2006,1.648164778574,3.3463,-0.6888,0.6675,0.3657,-1.4021,3.8016,1.5432
60129,"cestrum megalophyllum","cestrum","Solanaceae",1.0947,1.2938,0.9119,-0.304,1.8608,0.1893,1.67196755004399,3.1736,-0.6914,0.8586,0.465,-1.1424,3.802,1.0981
60142,"cestrum megalophyllum","cestrum","Solanaceae",1.2207,1.4054,0.6977,-0.3451,1.981,0.118,1.66304946633896,3.5104,-0.7361,0.6216,0.1555,-1.6589,4.2069,1.4312
60142,"cestrum microcalyx","cestrum","Solanaceae",1.2575,1.4383,0.6546,-0.3574,2.0045,0.129,1.6462164392406,3.6836,-0.7458,0.5019,NA,-1.8507,4.2756,1.8692
60136,"cestrum nocturnum","cestrum","Solanaceae",1.1192,1.3137,0.9597,-0.3128,1.9089,0.3585,1.64677511954054,3.3692,-0.7201,0.8718,0.6393,-1.082,3.8957,2.1453
60801,"cestrum parqui","cestrum","Solanaceae",1.1324,1.3296,0.8147,-0.3154,1.75,0.0883,1.63682176351437,3.4497,-0.6404,0.2856,NA,-1.8713,3.4808,1.527
60142,"cestrum tomentosum","cestrum","Solanaceae",1.1176,1.3157,0.8574,-0.3113,1.785,0.1423,1.64032041008243,3.3676,-0.6592,0.4625,0.2231,-1.6263,3.5674,1.5385
30116,"chaetachme aristata","chaetachme","Cannabaceae",1.366,1.4051,0.4953,-0.3348,2.0794,0.3203,1.56720404922847,3.6499,-0.5925,1.147,0.7293,-0.7696,4.45,2.9131
30721,"chaetachme aristata","chaetachme","Cannabaceae",1.1368,1.2436,0.671,-0.2634,1.6444,0.1373,1.55756253784324,3.0989,-0.4309,0.7357,0.3255,-0.9922,3.2444,1.1322
31004,"chaetachme aristata","chaetachme","Cannabaceae",1.1157,1.2475,0.5911,-0.2585,1.5508,NA,1.55832329325461,3.0539,-0.3957,0.4949,NA,-1.347,3.0759,NA
31012,"chaetachme aristata","chaetachme","Cannabaceae",1.2255,1.3216,0.5611,-0.2936,1.8597,0.1866,1.57179149125613,3.2356,-0.5159,1.013,0.414,-0.8416,3.9282,1.292
31405,"chaetachme aristata","chaetachme","Cannabaceae",1.1827,1.2832,0.6436,-0.2799,1.8539,0.2572,1.57898169771187,3.1028,-0.5145,1.2147,0.6202,-0.5104,3.9006,1.215
81327,"chaetachme aristata","chaetachme","Cannabaceae",1.244,1.3376,0.5682,-0.3006,1.9437,0.2479,1.57338803578537,3.2573,-0.5572,1.1785,0.52,-0.6708,4.16,1.4956
40102,"chaetocarpus castanocarpus","chaetocarpus","Peraceae",0.9567,1.1761,1.4032,-0.1684,1.5205,NA,2.19612393386562,2.9058,-0.4175,0.4161,-1.0109,-1.2882,2.6796,NA
60125,"chaetocarpus schomburgkianus","chaetocarpus","Peraceae",1.1035,1.2588,1.4038,-0.2129,1.9499,0.3535,2.20111460446329,3.1511,-0.592,1.2102,-0.1805,-0.3751,3.8076,1.8781
60125,"chaetocarpus sp","chaetocarpus","Peraceae",1.027,1.2202,1.5569,-0.1932,1.8807,0.4809,2.19573226463879,3.1183,-0.5861,1.2819,NA,-0.2096,3.6241,2.1132
60107,"chamaecrista desvauxii","chamaecrista","Fabaceae",1.0869,1.307,0.9859,-0.2541,1.5616,0.1133,1.52772396634289,3.4275,-0.405,0.2459,-0.4899,-1.8045,2.8625,1.7949
60102,"chamaecrista ensiformis","chamaecrista","Fabaceae",1.0957,1.314,0.9796,-0.2573,1.6385,0.1582,1.5369206244042,3.4072,-0.4345,0.4788,-0.3317,-1.5527,3.1245,1.7355
60235,"chamaecrista glandulosa","chamaecrista","Fabaceae",1.1432,1.3577,0.859,-0.2715,1.5639,NA,1.51497519613448,3.6691,-0.3999,NA,-0.7063,-2.2054,2.9347,1.8989
60107,"chamaecrista viscosa","chamaecrista","Fabaceae",1.0462,1.2711,1.0201,-0.2403,1.4978,0.0962,1.52983186543683,3.3149,-0.3768,0.2547,-0.452,-1.7244,2.6866,1.4966
60168,"chamaecrista xinguensis","chamaecrista","Fabaceae",1.1317,1.3455,0.9224,-0.2689,1.6643,0.1383,1.53458068365606,3.5163,-0.4449,0.3864,-0.4356,-1.7272,3.2104,1.8596
51202,"chamaecyparis lawsoniana","chamaecyparis","Cupressaceae",0.8927,1.0768,0.9824,-0.2345,1.1898,0.2526,1.12668326338829,2.7943,-0.4026,0.5411,0.1617,-1.0275,2.2484,NA
80440,"chamaecyparis obtusa","chamaecyparis","Cupressaceae",1.0097,1.1792,0.8316,-0.276,1.5395,0.2776,1.04539731112016,2.9085,-0.5332,1.0143,0.3054,-0.7423,3.2425,NA
80441,"chamaecyparis obtusa","chamaecyparis","Cupressaceae",1.0026,1.1715,0.8718,-0.2729,1.5274,0.3547,1.14344263508968,2.9071,-0.5382,1.0763,0.3946,-0.6187,3.2583,NA
60136,"chamaecyparis pisifera","chamaecyparis","Cupressaceae",0.9244,1.1045,0.9466,-0.2455,1.2717,0.2641,1.14451816599629,2.8171,-0.4346,0.6356,0.1714,-0.9804,2.4915,NA
80412,"chamaecyparis pisifera","chamaecyparis","Cupressaceae",0.8791,1.0646,1.0196,-0.2307,1.2319,0.2916,1.15771056130197,2.6818,-0.4184,0.7298,0.2823,-0.7834,2.3615,NA
81203,"chamaecytisus proliferus","chamaecytisus","Fabaceae",0.9787,1.2095,1.1922,-0.2194,1.5472,0.2995,1.54408293419154,3.1024,-0.4054,0.7705,NA,-0.95,2.8051,1.614
80611,"chamaecytisus ruthenicus","chamaecytisus","Fabaceae",1.0875,1.3057,0.9915,-0.254,1.6079,0.1984,1.53120164648452,3.4297,-0.4227,0.4451,-0.2701,-1.5469,3.0385,1.8643
50406,"chamaedaphne calyculata","chamaedaphne","Ericaceae",1.0523,1.2487,0.9982,-0.2485,1.2663,-0.0843,0.698448538015329,3.188,-0.3548,NA,-0.6823,-1.8322,2.2648,-0.4436
50407,"chamaedaphne calyculata","chamaedaphne","Ericaceae",1.0358,1.2334,1.0635,-0.2438,1.2476,NA,0.42865304526201,3.197,-0.3525,NA,-0.5852,-1.7599,2.1728,NA
50410,"chamaedaphne calyculata","chamaedaphne","Ericaceae",1.0597,1.259,0.9549,-0.2509,1.2508,-0.1069,0.771969433229032,3.2074,-0.3531,NA,-0.8001,-1.9341,2.2557,-0.5845
50415,"chamaedaphne calyculata","chamaedaphne","Ericaceae",1.1736,1.3559,0.7906,-0.2883,1.4018,-0.1778,0.677807630689279,3.4655,-0.4054,-0.0687,-0.9839,-2.2785,2.7195,-0.3054
80436,"chamaedaphne calyculata","chamaedaphne","Ericaceae",1.1456,1.3325,0.7703,-0.2788,1.3055,-0.315,0.339928207778514,3.4025,-0.3558,-0.2913,-1.1801,-2.5374,2.4024,-0.6627
60154,"chamaedorea alternans","chamaedorea","Arecaceae",0.783,1.039,1.5827,-0.2853,1.3709,1.2881,2.06335325271178,3.8306,-0.8224,0.7309,0.627,-1.247,3.3968,6.3876
60121,"chamaedorea pinnatifrons","chamaedorea","Arecaceae",0.9209,1.1604,1.3386,-0.33,1.4937,1.1372,2.06255303029756,4.192,-0.871,0.4499,0.2037,-1.8784,3.8133,6.5285
60142,"chamaedorea pinnatifrons","chamaedorea","Arecaceae",0.9812,1.2138,1.2402,-0.3496,1.5151,1.0856,2.05846550397905,4.3777,-0.8793,0.2053,NA,-2.2723,3.8784,6.7928
60154,"chamaedorea pinnatifrons","chamaedorea","Arecaceae",0.8912,1.1337,1.4201,-0.321,1.5072,1.2159,2.06324701698071,4.0765,-0.8785,0.6265,0.3897,-1.5944,3.8173,6.5995
81215,"chamaerops humilis","chamaerops","Arecaceae",0.7715,1.0366,1.3219,-0.2824,1.5271,0.973,2.0875209049276,3.2042,-0.877,1.3734,0.4307,-0.6971,4.1312,3.0026
60129,"chamguava schippii","chamguava","Myrtaceae",1.0349,1.2752,1.1538,-0.2589,1.7477,0.4041,1.49290419907773,3.2356,-0.5444,0.9782,0.4061,-0.8495,3.3769,1.8249
60125,"chaunochiton kappleri","chaunochiton","Aptandraceae",1.1539,1.3557,1.3269,-0.265,2.1856,0.4723,2.07566446047377,3.521,-0.6591,1.1559,0.6697,-0.6744,4.1105,3.5916
60128,"chaunochiton kappleri","chaunochiton","Aptandraceae",1.1739,1.377,1.247,-0.2707,2.0932,0.369,2.0713550136249,3.6975,-0.6239,0.7663,0.3656,-1.1793,3.8703,3.6191
60163,"chaunochiton sp","chaunochiton","Aptandraceae",1.0645,1.3554,1.3768,-0.2493,2.2058,0.3362,2.07798202482658,3.2221,-0.7019,1.4423,0.2877,-0.5867,4.359,1.806
60125,"cheiloclinium cognatum","cheiloclinium","Celastraceae",1.0083,1.2262,0.9176,-0.2167,1.596,0.3091,1.30110599054896,3.1334,-0.5397,0.9246,0.1762,-0.6807,3.5537,0.7033
60142,"cheiloclinium cognatum","cheiloclinium","Celastraceae",1.0456,1.2515,0.9234,-0.2284,1.6313,0.3777,1.24385127875462,3.3296,-0.5532,0.8476,0.241,-0.7811,3.606,1.4851
70106,"cheirodendron trigynum","cheirodendron","Araliaceae",1.0321,1.2128,1.032,-0.2477,1.3315,0.1594,1.4046490167044,3.2021,-0.4129,0.275,-0.2389,-1.4871,2.4395,0.6854
70202,"cheirodendron trigynum","cheirodendron","Araliaceae",1.0247,1.2058,1.0594,-0.2456,1.3501,0.1959,1.41052417258619,3.1629,-0.4222,0.3725,-0.1549,-1.3515,2.4865,0.7141
70701,"cheirodendron trigynum","cheirodendron","Araliaceae",1.0411,1.2205,1.0232,-0.2507,1.3477,0.167,1.40400708697763,3.2236,-0.4199,0.2842,-0.2343,-1.4885,2.4897,0.7461
80428,"chengiopanax sciadophylloides","chengiopanax","Araliaceae",1.2739,1.4196,0.8404,-0.3302,1.8906,0.4454,1.40996860897925,3.668,-0.6591,0.8739,0.0469,-1.1389,4.0652,2.2092
80440,"chengiopanax sciadophylloides","chengiopanax","Araliaceae",1.2545,1.4021,0.8728,-0.3239,1.8906,0.4828,1.41704632477724,3.6112,-0.6591,0.9883,0.164,-0.9596,4.0767,2.1377
10803,"chenopodium auricomum","chenopodium","Amaranthaceae",0.8635,1.006,0.7289,-0.2471,1.0679,NA,1.46671640619191,2.5989,-0.4861,0.1213,-0.1906,-1.4658,2.1861,-0.66
11207,"chenopodium curvispicatum","chenopodium","Amaranthaceae",0.8458,0.9902,0.798,-0.2408,0.9641,NA,1.43261337616255,2.712,-0.4478,-0.1458,-0.2383,-1.7231,1.8208,NA
11302,"chenopodium eremaea","chenopodium","Amaranthaceae",1.0431,1.1644,0.4696,-0.3053,1.1816,-0.0816,1.42622326281032,3.2321,-0.5307,-0.3968,-0.6537,-2.4095,2.5567,0.3229
10803,"chenopodium nitrariaceum","chenopodium","Amaranthaceae",0.7747,0.9263,0.9269,-0.2178,0.9746,0.1823,1.45482504963296,2.4457,-0.4522,0.2763,0.1579,-1.0609,1.8622,-0.3521
10802,"chenopodium nutans","chenopodium","Amaranthaceae",0.8478,0.9889,0.7497,-0.2397,0.8901,NA,1.43033471569692,2.7732,-0.4156,-0.3702,-0.34,-1.9343,1.6332,NA
10803,"chenopodium nutans","chenopodium","Amaranthaceae",0.8136,0.9593,0.792,-0.228,0.8022,NA,1.4228654948794,2.7332,-0.3792,-0.494,-0.3772,-2.0111,1.3541,NA
11302,"chenopodium nutans","chenopodium","Amaranthaceae",0.8699,1.0153,0.6655,-0.247,0.8577,NA,1.43416795461562,2.838,-0.4031,-0.6044,-0.6171,-2.2731,1.5758,-0.2367
70106,"chenopodium oahuense","chenopodium","Amaranthaceae",1.1593,1.2645,0.3723,-0.3455,1.5092,NA,1.44767267546344,3.4219,-0.6704,NA,-0.4363,-2.0476,3.5588,0.6985
70202,"chenopodium oahuense","chenopodium","Amaranthaceae",1.1609,1.266,0.37,-0.3461,1.5167,NA,1.44781517984214,3.4177,-0.6736,NA,-0.4299,-2.0345,3.5808,0.6982
70701,"chenopodium oahuense","chenopodium","Amaranthaceae",1.1609,1.2662,0.368,-0.346,1.5145,NA,1.44742318022966,3.4213,-0.6728,NA,-0.4398,-2.047,3.5739,0.691
10803,"chenopodium sp","chenopodium","Amaranthaceae",0.954,1.085,0.645,-0.276,1.0387,NA,1.41341377237722,3.0571,-0.4789,-0.4442,-0.5491,-2.2851,2.0421,0.3685
81317,"chenopodium sp","chenopodium","Amaranthaceae",1.0469,1.1674,0.47,-0.3058,1.1176,-0.1242,1.40689258235195,3.3059,-0.5049,-0.6326,-0.7927,-2.6853,2.3365,0.5068
10802,"chenopodium spinescens","chenopodium","Amaranthaceae",0.8801,1.0202,0.7393,-0.2513,0.936,NA,1.41518543232828,2.8704,-0.4354,-0.4126,-0.431,-2.0828,1.7294,NA
10803,"chenopodium spinescens","chenopodium","Amaranthaceae",0.7616,0.9148,0.9334,-0.2124,0.8387,0.0893,1.43111276594075,2.5412,-0.3961,-0.1196,NA,-1.5001,1.4196,-0.1997
11309,"chenopodium spinescens","chenopodium","Amaranthaceae",0.9329,1.0666,0.6566,-0.2687,1.0101,NA,1.41783027403194,2.9851,-0.4638,-0.4273,-0.5095,-2.2058,1.9736,0.2392
11309,"chenopodium ulicinum","chenopodium","Amaranthaceae",0.8708,1.0135,0.702,-0.2474,0.8455,-0.1227,1.40462506837051,2.8951,-0.3946,-0.6548,-0.6261,-2.3838,1.4875,NA
51303,"chilopsis linearis","chilopsis","Bignoniaceae",1.0042,1.2026,1.191,-0.2381,1.4291,0.4193,1.50971718563764,3.1964,-0.4455,0.5498,0.2851,-0.9916,2.5335,1.4578
51308,"chilopsis linearis","chilopsis","Bignoniaceae",0.9414,1.1468,1.3226,-0.2187,1.4584,0.527,1.52598756328671,2.9677,-0.464,0.9609,0.6314,-0.3931,2.6037,1.2647
51310,"chilopsis linearis","chilopsis","Bignoniaceae",1.0012,1.2007,1.1746,-0.2364,1.3412,0.351,1.4975875068074,3.2562,-0.4097,0.262,0.0876,-1.3218,2.2573,1.5089
80436,"chimaphila umbellata","chimaphila","Ericaceae",0.9699,1.1618,1.2093,-0.2152,0.9896,0.2211,1.22160982194017,3.2755,-0.2786,NA,-0.331,-1.5914,1.5874,0.2335
60163,"chimarrhis gentryana","chimarrhis","Rubiaceae",1.0686,1.2722,1.1661,-0.2664,1.8719,0.553,1.51713649190635,3.1249,-0.6309,1.3726,0.6545,-0.2674,3.7716,1.8654
60142,"chimarrhis glabriflora","chimarrhis","Rubiaceae",1.1455,1.3607,0.9584,-0.2942,1.961,0.412,1.52363462808487,3.2851,-0.6715,1.2493,0.2594,-0.6819,4.1724,1.2853
60163,"chimarrhis glabriflora","chimarrhis","Rubiaceae",1.0621,1.3074,1.0168,-0.2697,1.8729,0.3701,1.53682726843678,3.0252,-0.6427,1.3331,0.2112,-0.5227,3.9813,NA
60142,"chimarrhis hookeri","chimarrhis","Rubiaceae",1.1236,1.3111,1.0899,-0.283,1.9234,0.5638,1.51590562019416,3.2794,-0.6488,1.3014,0.6283,-0.401,3.9251,2.2307
60163,"chimarrhis hookeri","chimarrhis","Rubiaceae",1.1749,1.347,1.0501,-0.2988,2.0258,0.6159,1.51938822844472,3.4173,-0.6885,1.4151,0.7395,-0.3186,4.2163,2.6526
60129,"chimarrhis parviflora","chimarrhis","Rubiaceae",1.1239,1.3356,1.0389,-0.2866,1.9163,0.4411,1.50750640730912,3.2906,-0.6526,1.1944,0.3251,-0.6711,3.9621,1.7194
60166,"chimarrhis sp","chimarrhis","Rubiaceae",1.1944,1.3855,0.9291,-0.3073,1.9589,0.4301,1.50830072818725,3.4977,-0.664,1.0421,0.2548,-0.9116,4.1003,2.0804
60125,"chimarrhis turbinata","chimarrhis","Rubiaceae",1.1731,1.3536,1.0469,-0.2994,1.9983,0.6178,1.50500609444069,3.4513,-0.6851,1.2986,0.6464,-0.4626,4.1425,2.7216
60168,"chimarrhis turbinata","chimarrhis","Rubiaceae",1.1967,1.3762,0.9919,-0.3073,2.0194,0.5801,1.5065753797073,3.5157,-0.6913,1.2548,0.5627,-0.5761,4.2326,2.6588
80415,"chimonanthus nitens","chimonanthus","Calycanthaceae",1.0632,1.2,1.0485,-0.2871,1.4538,0.5707,1.4327176156269,3.4726,-0.6653,0.4886,NA,-1.0378,2.867,2.4322
80415,"chimonanthus salicifolius","chimonanthus","Calycanthaceae",0.9437,1.0929,1.3178,-0.2498,1.311,0.5906,1.33365278520178,3.2585,-0.6129,0.5616,0.3997,-0.7801,2.3007,2.6422
40102,"chionanthus cuspidatus","chionanthus","Oleaceae",1.1218,1.3116,1.0098,-0.2838,1.6293,0.3901,1.31755566547737,3.3121,-0.5539,0.9667,0.1809,-0.8691,3.4708,0.6498
60155,"chionanthus domingensis","chionanthus","Oleaceae",1.1849,1.3055,1.1394,-0.2965,1.7666,0.7076,1.27518231420072,3.6147,-0.5964,1.3291,1.0569,-0.2528,3.6651,2.7933
60142,"chionanthus implicatus","chionanthus","Oleaceae",1.0473,1.2645,1.0906,-0.2627,1.6057,0.3841,1.34064832404416,3.0539,-0.5494,1.2089,0.2435,-0.5553,3.4484,NA
40102,"chionanthus longipetalus","chionanthus","Oleaceae",0.8915,1.1516,1.1396,-0.2111,1.1022,0.0845,1.29665641654701,2.798,-0.3495,0.2673,-0.4777,-1.4735,2.0055,-1.3865
31007,"chionanthus mildbraedii","chionanthus","Oleaceae",1.0631,1.255,1.1005,-0.2636,1.5542,0.4126,1.32909061159421,3.1492,-0.5185,1.0428,0.3373,-0.6569,3.2327,0.4511
60142,"chionanthus opipulv","chionanthus","Oleaceae",1.1991,1.3743,0.8986,-0.3082,1.7122,0.3641,1.31543081393032,3.4975,-0.5832,0.8746,NA,-1.1064,3.7304,0.9107
60167,"chionanthus panamensis","chionanthus","Oleaceae",1.2265,1.3984,0.853,-0.3174,1.7672,0.3771,1.32175372976323,3.5543,-0.6069,0.9199,NA,-1.1006,3.9121,0.9411
10117,"chionanthus ramiflorus","chionanthus","Oleaceae",1.0853,1.2517,1.0822,-0.2673,1.6248,0.5069,1.35510463570462,3.1428,-0.5362,1.2514,0.6179,-0.3324,3.4314,0.7254
40146,"chionanthus sp","chionanthus","Oleaceae",1.1974,1.3726,0.9624,-0.3096,1.8683,0.5107,1.34433921184185,3.3853,-0.6533,1.3914,0.4328,-0.5001,4.194,0.9738
40102,"chionanthus spicatus","chionanthus","Oleaceae",1.1588,1.3398,0.9658,-0.2959,1.7232,0.3937,1.33505250375264,3.338,-0.5896,1.1116,0.2327,-0.7815,3.7648,0.6325
50404,"chionanthus virginicus","chionanthus","Oleaceae",1.1656,1.3533,0.9452,-0.3003,1.7381,0.3475,1.24894627110753,3.3321,-0.6033,1.0932,0.1064,-0.8726,3.8088,0.444
50413,"chionanthus virginicus","chionanthus","Oleaceae",1.2115,1.3946,0.8414,-0.3146,1.7283,0.2669,1.25238208785571,3.4935,-0.5926,0.8432,-0.1193,-1.2571,3.8144,0.4973
50414,"chionanthus virginicus","chionanthus","Oleaceae",1.0886,1.2869,1.053,-0.2757,1.614,0.3586,1.16822633313938,3.1561,-0.5537,1.0489,0.1686,-0.7788,3.4067,0.3277
50517,"chionanthus virginicus","chionanthus","Oleaceae",1.1759,1.3626,0.9096,-0.3031,1.7078,0.3133,1.25669129312703,3.3946,-0.5881,0.9501,NA,-1.0545,3.7352,0.4646
50529,"chionanthus virginicus","chionanthus","Oleaceae",1.1849,1.3752,0.8683,-0.306,1.6616,0.2477,1.24703250360656,3.4745,-0.5708,0.7422,-0.1874,-1.3321,3.6092,0.4439
81330,"chionanthus virginicus","chionanthus","Oleaceae",1.1508,1.3405,0.9599,-0.2952,1.711,0.3589,1.26298473036514,3.3139,-0.59,1.0902,0.1439,-0.8375,3.7394,0.4237
60155,"chione venosa","chione","Rubiaceae",1.1254,1.3073,0.964,-0.2804,1.7286,0.2016,1.50419619823978,3.2909,-0.5519,0.6717,NA,-1.2334,3.3537,1.3504
60167,"chione venosa","chione","Rubiaceae",1.1704,1.3467,0.8857,-0.295,1.7555,0.1639,1.49898835121912,3.4155,-0.5614,0.5359,-0.1636,-1.4736,3.4483,1.478
40102,"chisocheton sarawakanus","chisocheton","Meliaceae",0.9804,1.2685,1.2704,-0.2288,1.56,0.3584,1.57035493841201,3.4251,-0.3989,0.3829,-0.2729,-1.6583,2.7544,3.1653
10402,"chloanthes glandulosa","chloanthes","Lamiaceae",1.0022,1.2072,1.1494,-0.2442,1.0869,NA,1.23887624260391,3.4242,-0.3336,-0.4263,-0.4992,-2.3096,1.6503,0.9746
10402,"chloanthes parviflora","chloanthes","Lamiaceae",1.0463,1.2455,1.0873,-0.2586,1.1498,NA,1.24516953836175,3.5323,-0.3596,-0.4392,-0.5529,-2.4057,1.8463,1.1238
10402,"chloanthes stoechadis","chloanthes","Lamiaceae",0.9022,1.1275,1.2557,-0.2117,0.9346,NA,1.29047536356933,3.1324,-0.2842,-0.4482,-0.5351,-2.1498,1.1963,0.4096
60125,"chlorocardium rodiei","chlorocardium","Lauraceae",1.1229,1.3457,1.1722,-0.2878,1.7752,0.4991,1.59475817625562,3.436,-0.631,1.051,0.2116,-0.8359,3.6936,1.3615
60142,"chlorocardium subopo","chlorocardium","Lauraceae",1.092,1.306,1.2335,-0.2756,1.754,0.5937,1.60014487926452,3.3284,-0.6183,1.1895,0.4595,-0.5279,3.6166,1.4566
